#name;CR;MR;alignment;size;type;subtypes;groups;environment;climate;plane;variant;intervals;source
##Bestiaries

#Bestiary 1 (10.2009)
rat swarm;2;;5;2;1;52;;0,13;;0;;1-2,3-5|pack,6-12|infestation;B1
raven;-3;;5;2;1;;31;0;2;0;;1-2,3-12|flock,13-100|unkindnesss;B1
remorhaz;7;;5;6;6;;;3,6,16;1;0;;1;B1
retriever;11;;9;6;2;12;;0,13;;18;;1;B1
rhinoceros;4;;5;5;1;;27;8;3;0;;1-2,3-12|herd;B1
riding dog;1;;5;4;1;;;0;;0;;1-2,3-12|pack;B1
roc;9;;5;7;1;;27;6,11;3;0;;1-2;B1
rock crab;4;;5;5;12;2;;1;;0;large [giant crab];1,2-8|cast;B1
roper;12;;9;5;0;;;13;;0;;1-2,3-6|cluster;B1
rust monster;3;;5;4;0;;;13;;0;;1-2,3-10|nest;B1
sahuagin|-;2;;7;4;7;2;;7;2,3;0;;1-2,5-8|team;B1
salamander;6;;9;4;9;6,12;;0,13;;9;;1-2,3-5|cluster;B1
salt mephit\mephit;3;;5;3;9;4,12;32,43;0,13;;8;;1-2,3-6|gang,7-12|mob;B1
satyr;4;;6;4;4;;;4;2;0;;1-2,3-6|band,7-11|orgy;B1
scrag;5;;9;5;5;2,41;48;1;;0;troll;1,2-4|gang;B1
sea hag;4;;9;4;7;2;38;1;;0;;1,3|coven;B1
sea serpent;12;;5;7;6;2;;7;;0;;1;B1
sewer centipede;-2;;5;3;12;;;13,14;2,3;0;small [giant centipede];1-2,3-8|colony;B1
shadow;3;;9;4;11;45;;0,11,13;;0;;1-2,3-6|gang,7-12|swarm;B1
shadow demon;7;;9;4;9;8,9,12,22,45;;0,11,13;;18;;1-2,3-8|haunt;B1
shaitan;7;;4;5;9;4,12;;0,13;;8;;1-2,3-6|company,7-12|band;B1
shambling mound;6;;5;5;10;;;4,12;2;0;;1;B1
shark;2;;5;5;1;2;27;7;;0;;1-2,3-6|school,7-13|pack;B1
shocker lizard;2;;5;3;6;;;12;3;0;;1-2,3-6|clutch,7-12|colony;B1
shoggoth;19;;6;6;8;2;;1,13;1;0;;1,2-6|tide;B1
skeletal champion;2;;8;4;11;;;0;;0;;1-2,3-12|platoon;B1
skeleton\human skeleton;-1;;8;4;11;;;0,13;;0;;1-100;B1
skum|-;2;;7;4;7;2;;1,13;1,2;0;;1,2-5|brood,6-12|pack;B1
small air elemental;1;;5;3;9;1,5,12;32;0,11;;7;;1-2,3-8|gang;B1
small animated object;2;;5;3;2;;;0,1,11;;0;animated object;1-2,3-12|group;B1
small earth elemental;1;;5;3;9;4,5,12;32;0,13;;8;;1-2,3-8|gang;B1
small fire elemental;1;;5;3;9;5,6,12;32;0;;9;;1-2,3-8|gang;B1
small water elemental;1;;5;3;9;5,7,12;32;0,1;;10;;1-2,3-8|gang;B1
solar;23;;1;5;9;10,12,16;;0,11,13;;14,15,16;;1-2;B1
spectre;7;;7;4;11;45;;0,11,13;;0;;1-2,3-6|gang,7-12|swarm;B1
sphinx manticore;8;;5;5;6;;46;3,5,13;3;0;[manticore], [sphinx];1-2,3-6|pride;B1
spider swarm;1;;5;1;12;52;;0,13;;0;;1-2,3-6|tangle,11-20|colony;B1
spirit naga;9;;9;5;0;;45;12;2;0;;1,2-4|nest;B1
squid;1;;5;4;1;2;27;7;;0;;1-2,3-12|school;B1
steam mephit\mephit;3;;5;3;9;6,12;32,43;0,11;;9;;1-2,3-6|gang,7-12|mob;B1
stegosaurus;7;;5;6;1;;27,28;8;3;0;;1-2,3-12|herd;B1
stirge;0;;5;2;6;;32;12;2,3;0;;1,2-4|colony,5-8|flock,9-14|storm,15-40|swarm;B1
stone giant;8;;5;5;5;41;;6;2;0;;1,2-5|gang,4-8|band;B1
stone golem;11;;5;5;2;;36;0,13;;0;;1,2-4|gang;B1
stone golem shield guardian;13;;5;5;2;;36;0,13;;0;stone golem;1-2;B1
storm giant;13;;3;6;5;41;;0;3;0;;1;B1
succubus|succubi;7;;9;4;9;8,9,12,22;;0,11,13;;18;;1-2,3-12|harem;B1
svirfneblin;1;;5;3;5;;;13;;0;;1,2-6|company;B1
tarn linnorm;20;;9;8;3;2;41;9,12;1;0;;1;B1
tengu;0;;5;4;5;;;6,14;2;0;;1-2,3-12|conspiracy;B1
tiefling;0;;8;4;9;13;;0;;0;;1-2,3-5|gang;B1
tiger;4;;5;5;1;;27;4;;0;;1-2;B1
tiger shark;3;;5;6;1;2;;7;;0;giant [shark];1-2,3-6|school,7-13|pack;B1
tiny animated object;0;;5;2;2;;;0,1,11;;0;animated object;1-2,3-12|group;B1
toad;-4;;5;1;1;;31;4;2,3;0;;1-2,3-100|knot;B1
treant;8;;2;6;10;;;4;;0;;1,2-7|grove;B1
triceratops;8;;5;6;1;;27,28;8;3;0;;1-2,5-8|herd;B1
troglodyte;1;;9;4;5;;;13;;0;;1-2,3-6|clutch;B1
troll;5;;9;5;5;41;48;6;1;0;;1,2-4|gang;B1
trumpet archon;14;;1;4;9;10,11,12,17;;0,11,13;;14;;1-2,3-5|squad;B1
tyrannosaurus;9;;5;7;1;;27,28;4,8;3;0;;1-2,3-6|pack;B1
unicorn;3;;3;5;6;;;4;2;0;;1-2,3-6|blessing;B1
vampire;9;;9;4;11;;49;0,13;;0;;1;B1
vargouille;2;;8;3;9;9,12;;0;;0,18,19,20;;2,3-6|cluster,7-12|mob;B1
vegepygmy;0;;5;3;10;;;13;;0;;1,2-6|gang;B1
venomous snake;1;;5;4;1;;;0;2,3;0;;1-2,3-8|nest;B1
very old black dragon;15;;9;6;3;7;20;12;3;0;black dragon\ancient black dragon;1;B1
very old blue dragon;17;;7;7;3;4;20;3;3;0;blue dragon\ancient blue dragon;1;B1
very old brass dragon;15;;3;6;3;6;23;3;3;0;brass dragon\ancient brass dragon;1;B1
very old bronze dragon;17;;1;7;3;7;23;2;2;0;bronze dragon\ancient bronze dragon;1;B1
very old copper dragon;16;;3;6;3;4;23;5;3;0;copper dragon\ancient copper dragon;1;B1
very old gold dragon;19;;1;7;3;6;23;8;3;0;gold dragon\ancient gold dragon;1;B1
very old green dragon;16;;7;7;3;1;20;4;2;0;green dragon\ancient green dragon;1;B1
very old red dragon;18;;9;7;3;6;20;6;3;0;red dragon\ancient red dragon;1;B1
very old silver dragon;18;;1;7;3;3;23;6;2;0;silver dragon\ancient silver dragon;1;B1
very old white dragon;14;;9;6;3;3;20;6;1;0;white dragon\ancient white dragon;1;B1
very young black dragon;5;;9;3;3;7;20;12;3;0;black dragon\young black dragon;1;B1
very young blue dragon;7;;7;4;3;4;20;3;3;0;blue dragon\young blue dragon;1;B1
very young brass dragon;5;;3;3;3;6;23;3;3;0;brass dragon\young brass dragon;1;B1
very young bronze dragon;7;;1;4;3;7;23;2;2;0;bronze dragon\young bronze dragon;1;B1
very young copper dragon;6;;3;3;3;4;23;5;3;0;copper dragon\young copper dragon;1;B1
very young gold dragon;9;;1;4;3;6;23;8;3;0;gold dragon\young gold dragon;1;B1
very young green dragon;6;;7;4;3;1;20;4;2;0;green dragon\young green dragon;1;B1
very young red dragon;8;;9;4;3;6;20;6;3;0;red dragon\young red dragon;1;B1
very young silver dragon;8;;1;4;3;3;23;6;2;0;silver dragon\young silver dragon;1;B1
very young white dragon;4;;9;3;3;3;20;6;1;0;white dragon\young white dragon;1;B1
violet fungus|violet fungi;3;;5;4;10;;;13;;0;;1-2,3-12|grove;B1
viper;0;;5;2;1;;27,31;0;2,3;0;;1;B1
vrock;9;;9;5;9;8,9,12,22;;0,11,13;;18;;1-2,3-10|gang;B1
wasp swarm;3;;5;1;12;52;;4;2;0;;1-2,3-6|fury,7-12|maelstrom;B1
water mephit\mephit;3;;5;3;9;7,12;32,43;0,1;;10;;1-2,3-6|gang,7-12|mob;B1
weasel;0;;5;2;1;;31;5;2;0;;1;B1
wererat\wererat (human form);2;;7;4;5;50;42;14;;0;;1-2,5-10|pack;B1
werewolf|werewolves\werewolf (human form);2;;9;4;5;50;42;0;;0;;1-2,3-6|pack;B1
wight;3;;7;4;11;;;0,13;;0;;1-2,3-6|gang,7-12|pack;B1
will-o'-wisp\*Will-o%u2019-Wisp;6;;9;3;0;1;;12;;0;;1-2,3-4|string;B1
winter wolf|winter wolves;5;;8;5;6;3;;4,8;1;0;;1-2,6-11|pack;B1
wolf|wolves;1;;5;4;1;;27;4;1,2;0;;1-2,3-12|pack;B1
wolverine;2;;5;4;1;;27;4;1;0;;1;B1
wood golem;6;;5;4;2;;36;0,13;;0;;1,2-4|gang;B1
wood golem shield guardian;8;;5;4;2;;36;0,13;;0;wood golem;1-2;B1
woolly mammoth;9;;5;6;1;;;4,8;1;0;mastodon;1,6-30|herd;B1
woolly rhinoceros;6;;5;5;1;;;8;1;0;;1-2,3-12|herd;B1
worg;2;;8;4;6;;27;4,8;2;0;;1-2,3-11|pack;B1
wraith;5;;7;4;11;45;;0,11,13;;0;;1-2,3-6|gang,7-12|pack;B1
wyrm black dragon;17;;9;6;3;7;20;12;3;0;black dragon\ancient black dragon;1;B1
wyrm blue dragon;19;;7;7;3;4;20;3;3;0;blue dragon\ancient blue dragon;1;B1
wyrm brass dragon;17;;3;6;3;6;23;3;3;0;brass dragon\ancient brass dragon;1;B1
wyrm bronze dragon;19;;1;7;3;7;23;2;2;0;bronze dragon\ancient bronze dragon;1;B1
wyrm copper dragon;18;;3;6;3;4;23;5;3;0;copper dragon\ancient copper dragon;1;B1
wyrm gold dragon;21;;1;7;3;6;23;8;3;0;gold dragon\ancient gold dragon;1;B1
wyrm green dragon;18;;7;7;3;1;20;4;2;0;green dragon\ancient green dragon;1;B1
wyrm red dragon;20;;9;7;3;6;20;6;3;0;red dragon\ancient red dragon;1;B1
wyrm silver dragon;20;;1;7;3;3;23;6;2;0;silver dragon\ancient silver dragon;1;B1
wyrm white dragon;16;;9;6;3;3;20;6;1;0;white dragon\ancient white dragon;1;B1
wyrmling black dragon;3;;9;2;3;7;20;12;3;0;black dragon\young black dragon;1;B1
wyrmling blue dragon;5;;7;3;3;4;20;3;3;0;blue dragon\young blue dragon;1;B1
wyrmling brass dragon;3;;3;2;3;6;23;3;3;0;brass dragon\young brass dragon;1;B1
wyrmling bronze dragon;5;;1;3;3;7;23;2;2;0;bronze dragon\young bronze dragon;1;B1
wyrmling copper dragon;4;;3;2;3;4;23;5;3;0;copper dragon\young copper dragon;1;B1
wyrmling gold dragon;7;;1;3;3;6;23;8;3;0;gold dragon\young gold dragon;1;B1
wyrmling green dragon;4;;7;3;3;1;20;4;2;0;green dragon\young green dragon;1;B1
wyrmling red dragon;6;;9;3;3;6;20;6;3;0;red dragon\young red dragon;1;B1
wyrmling silver dragon;6;;1;3;3;3;23;6;2;0;silver dragon\young silver dragon;1;B1
wyrmling white dragon;2;;9;2;3;3;20;6;1;0;white dragon\young white dragon;1;B1
wyvern;6;;5;5;3;;;5;2,3;0;;1-2,3-6|flight;B1
xill;6;;7;4;9;9,12;;0,11,13,15;;3;;1-2,3-6|gang;B1
xorn;6;;5;4;9;4,12;;0,13;;8;;1-2,3-6|cluster;B1
yeth hound;3;;8;4;9;9,12;;0,11,13;;0,18,19,20;;1-2,6-11|pack;B1
yeti;4;;5;5;7;3;;6;1;0;;1-2,3-8|tribe;B1
young adult black dragon;9;;9;5;3;7;20;12;3;0;black dragon\adult black dragon;1;B1
young adult blue dragon;11;;7;6;3;4;20;3;3;0;blue dragon\adult blue dragon;1;B1
young adult brass dragon;9;;3;5;3;6;23;3;3;0;brass dragon\adult brass dragon;1;B1
young adult bronze dragon;11;;1;6;3;7;23;2;2;0;bronze dragon\adult bronze dragon;1;B1
young adult copper dragon;10;;3;5;3;4;23;5;3;0;copper dragon\adult copper dragon;1;B1
young adult gold dragon;13;;1;6;3;6;23;8;3;0;gold dragon\adult gold dragon;1;B1
young adult green dragon;10;;7;6;3;1;20;4;2;0;green dragon\adult green dragon;1;B1
young adult red dragon;12;;9;6;3;6;20;6;3;0;red dragon\adult red dragon;1;B1
young adult silver dragon;12;;1;6;3;3;23;6;2;0;silver dragon\adult silver dragon;1;B1
young adult white dragon;8;;9;5;3;3;20;6;1;0;white dragon\adult white dragon;1;B1
young black dragon;7;;9;4;3;7;20;12;3;0;;1;B1
young blue dragon;9;;7;5;3;4;20;3;3;0;;1;B1
young brass dragon;7;;3;4;3;6;23;3;3;0;;1;B1
young bronze dragon;9;;1;5;3;7;23;2;2;0;;1;B1
young copper dragon;8;;3;4;3;4;23;5;3;0;;1;B1
young gold dragon;11;;1;5;3;6;23;8;3;0;;1;B1
young green dragon;8;;7;5;3;1;20;4;2;0;;1;B1
young red dragon;10;;9;5;3;6;20;6;3;0;;1;B1
young silver dragon;10;;1;5;3;3;23;6;2;0;;1;B1
young white dragon;6;;9;4;3;3;20;6;1;0;;1;B1
zombie\human zombie;0;;8;4;11;;;0,13;;0;;1-100;B1
1 [night hag] mounted on a [nightmare];9,0;;8;4,5;9;9,12;38;0;;18,19,20;;;B1
1 [yellow musk creeper] plus 1d6 yellow musk zombies;2,2;;5;4;10;;;4,13;2,3;0;;;B1
a band of 1d4+2 [ettins\ettin] plus 1d2 [grizzly bears\grizzly bear];6,5;;5,9;5;1,5;41;;5;1;0;;;B1
a band of 1d6+6 [marids\marid] and 1 marid shahzada;11,5;;6;5;9;7,12;;0,1;;10;marid;;B1
a band of 1d6+6 [shaitans\shaitan] and 1 shaitan pasha;13,2;;4;5;9;4,12;;0,13;;8;shaitan;;B1
a colony of 1d4+2 [ettins\ettin] plus 1d2 [grizzly bears\grizzly bear] and 1d8+8 [goblins\goblin];6,5;;5,8,9;3,5;1,5;41;;5;1;0;;;B1
a colony of 1d4+2 [ettins\ettin] plus 1d2 [grizzly bears\grizzly bear] and 1d6+6 [orcs\orc];6,5;;5,8,9;4,5;1,5;41;;5;1;0;;;B1
a company of 1d6 [djinn\djinni] and 1 djinni vizier;8,2;;3;5;9;1,12;;0,11;;7;djinni;;B1
a company of 1d6 [efreet\efreeti] and 1 efreeti malik;10,3;;7;5;9;6,12;;0;;9;efreeti;;B1
a company of 1d6 [jann\janni] and 1 janni sheikh;7,2;;5;4;9;13;;3;3;0;janni;;B1
a company of 1d6+1 [girallons\girallon] and 1 [high girallon\angazhani (high girallon)];9,3;;5;5;6;;;4;3;0;;;B1
a company of 1d6 [marids\marid] and 1 marid shahzada;11,3;;6;5;9;7,12;;0,1;;10;marid;;B1
a company of 1d6 [shaitans\shaitan] and 1 shaitan pasha;13,1;;4;5;9;4,12;;0,13;;8;shaitan;;B1
a contingent of 1d3 [ice devils\ice devil (gelugon)], 2d3 [horned devils\horned devil (cornugon)] and 1d4 [bone devils\bone devil (osyluth)];16,5;;7;5;9;9,11,12,23;;0,11,13;;20;;;B1
a gang of 1 [dark stalker] and 1d4+1 [dark creepers\dark creeper];4,3;;6;3,4;5;40;;13;;0;;;B1
a guild of 1d20+10 [wererats\wererat] plus 1d8+4 [dire rats\dire rat];2,10;;5,7;2,4;1,5;50,52;42;14;;0;;;B1
a hunting party of 1d4+1 [gnolls\gnoll] and 1d2 [hyenas\hyena];1,4;;5,9;4;1,5;;;3,8;3;0;;;B1
a mob of 1d3+1 [mohrgs\mohrg] plus 1d8+3 [zombies\human zombie];8,3;;8,9;4;11;;;0,13;;0;;;B1
a nest of 1d4+2 [ettercaps\ettercap] plus 2d4 [giant spiders\giant spider];3,5;;5,8;4;0,12;;;4;2;0;;;B1
a pack of 1 ghast plus 1d10+2 [ghouls\ghoul];2,5;;9;4;11;;;0,13;;0;ghoul;;B1
a patrol of 1d2 [ogre mages\ogre mage] plus 1d3+1 [ogres\ogre];8,2;;7,9;5;5,9;13,29,41,50;;5;1;0;;;B1
a platoon of 1 [marilith], 1d3 [glabrezus\glabrezu] and 1d12+2 [babaus\babau];17,1;;9;4,5,6;9;8,9,12,22;;0,13;;18;;;B1
a riding party of 1d4+8 [hill giants\hill giant] plus 1d4 [dire wolves\dire wolf];7,7;;5,9;5;1,5;41;;5;2;0;;;B1
a troop of 1 [glabrezu], 1 [succubus] and 1d4+1 [vrocks\vrock];13,2;;9;4,5,6;9;8,9,12,22;;0,13;;18;;;B1
a troupe of 1d2 [ettins\ettin] plus 1d2 [grizzly bears\grizzly bear];6,2;;5,9;5;1,5;41;;5;1;0;;;B1
a vampire family of 1 [vampire] plus 2d4 vampire spawn;9,1;;7,9;4;11;;49;0,13;;0;;;B1
a war party of 3d10+10 [drows\drow] and 1d2 [drow nobles\drow noble];3,5;;9;4;5;;;13;;0;;;B1
a warband of 1 [balor] and 1d4+1 [glabrezus\glabrezu];20,1;;9;5,6;9;8,9,12,22;;0,13;;18;;;B1
a warband of 1d6+10 [goblins\goblin] with [goblin dog] mounts;1,8;;5,8;3,4;1,5;;;4,8;2;0;;;B1
a warband of 1 [nalfeshnee], 1 [hezrou] and 1d4+1 [vrocks\vrock];14,2;;9;5,6;9;2,8,9,12,22;;0,13;;18;;;B1

#Bestiary 2 (12.2010)
accuser devil/zebub;3;;7;3;9;9,11,12,23;;0,11,13;;20;;1-2,3-28|swarm;B2
achaierai;5;;7;5;9;9,11,12;;0,13;;20;;1,5-8|flock;B2
adamantine golem;19;;5;6;2;;36;0,13;;0;;1,2-4|gang;B2
adamantine golem shield guardian;21;;5;6;2;;36;0,13;;0;adamantine golem;1-2;B2
adult brine dragon;11;;4;5;3;7,12;26;0,1;;10;;1;B2
adult cloud dragon;13;;6;6;3;1,12;26;0,11;;7;;1;B2
adult crystal dragon;10;;3;5;3;4,12;26;0,13;;8;;1;B2
adult magma dragon;12;;6;5;3;6,12;26;6,13;;9;;1;B2
adult umbral dragon;14;;9;6;3;12;26;0,11,13;;0,1,2,3,11,18,19,20;;1;B2
akata;1;;5;4;0;;;0,13;;0;;1-2,3-30|pack;B2
akhana;12;;5;4;9;12,14;;0,11,13;;13,14,15,16,17,18,19,20,21;;1-2,3-6|collective;B2
albino cave solifugid;4;;5;4;12;;;13;;0;;1-2,3-6|colony;B2
alchemical golem;9;;5;5;2;;36;0,13;;0;;1,2-4|gang;B2
alchemical golem shield guardian;11;;5;5;2;;36;0,13;;0;alchemical golem;1-2;B2
allosaurus;7;;5;6;1;;27,28;4,8;2,3;0;;1-2,3-6|pack;B2
amoeba swarm;1;;5;0;8;52;;0,13;;0;;1,2-5|colony;B2
amphisbaena;4;;5;5;6;;;5,13;2;0;;1,2-5|pack;B2
ancient black dragon ravener;18;;9;6;11;7;;12;3;0;ancient black dragon;1;B2
ancient blue dragon ravener;20;;7;7;11;4;;3;3;0;ancient blue dragon;1;B2
ancient brine dragon;16;;4;6;3;7,12;26;0,1;;10;;1;B2
ancient cloud dragon;18;;6;7;3;1,12;26;0,11;;7;;1;B2
ancient crystal dragon;15;;3;6;3;4,12;26;0,13;;8;;1;B2
ancient green dragon ravener;19;;7;7;11;1;;4;2;0;ancient green dragon;1;B2
ancient magma dragon;17;;6;6;3;6,12;26;6,13;;9;;1;B2
ancient red dragon ravener;21;;9;7;11;6;;6;3;0;ancient red dragon;1;B2
ancient umbral dragon;19;;9;7;3;12;26;0,11,13;;0,1,2,3,11,18,19,20;;1;B2
ancient umbral dragon ravener;21;;9;7;11;12;;0,11,13;;0,1,2,3,11,18,19,20;ancient umbral dragon;1;B2
ancient white dragon ravener;17;;9;6;11;3;;6;1;0;ancient white dragon;1;B2
animate dream;8;;8;4;9;12,45;;0,11,13,15;;3;;1;B2
aranea;4;;5;4;6;50;;4;3;0;;1,2-6|colony;B2
arbiter;2;;4;2;9;11,12,25;32;0,11,13,15;;;;1-2,3-14|flock;B2
arsinoitherium|-;7;;5;5;1;;27,44;8;2;0;;1-2,3-12|herd;B2
astradaemon;16;;8;5;9;9,12,20;;0,11,13,15;;2,19;;1-2,3-6|pack;B2
athach|-s;12;;9;6;5;41;;5;1,2;0;;1,2-4|gang,7-12|tribe;B2
attic whisperer;4;;8;3;11;;;10,14;;0;;1-2,3-8|chorus;B2
augnagar;14;;9;6;9;8,9,12,32;;0,11,13;;18;;1;B2
aurumvorax;9;;5;3;6;;;4,5,8;2;0;;1-2;B2
avoral;9;;2;4;9;10,12,15;;11;;15;;1-2,3-6|squad;B2
axiomite;8;;4;4;9;11,12;;0,11,13;;21;;1-2,3-12|team;B2
azer;2;;4;4;9;6,12;;0,13;;9;;1-2,3-6|team;B2
baboon;0;;5;3;1;;27;4,8;3;0;;1-2,3-6|mission;B2
badger;0;;5;3;1;;;4;2;0;;1-2,3-6|clan;B2
banshee;13;;9;4;11;45;;0,11,13;;0;;1;B2
banshee solifugid;15;;5;7;12;;;3;3;0;giant solifugid;1-2,3-6|colony;B2
behemoth hippopotamus;10;;5;6;1;;;9;3;0;;1,2-8|bloat;B2
belier devil/bdellavritra;16;;7;5;9;9,11,12,23;;0,11,13;;20;;1;B2
belker;6;;8;5;9;1,5,9;;0,11;;7;;1-2,3-4|clutch;B2
black scorpion;15;;5;8;12;;;3;3;0;;1;B2
blindheim;2;;5;3;6;;;13;;0;;1-2,3-5|family;B2
blink dog;2;;1;4;6;;;4,8;2;0;;1-2,3-14|pack;B2
bodak;8;;9;4;11;12;;0,13;;18,19,20;;1-2,3-4|gang;B2
brijidine;17;;3;4;9;4,6,8,10,12,19;;0,11,13;;16;;1,2-5|team;B2
brimstone magma ooze;8;;5;5;8;6;;13,17;;0;fiendish [magma ooze];1;B2
brineborn marsh giant;9;;9;5;5;2,41;;7;;0;advanced [marsh giant];1-2,3-6|gang;B2
brownie;1;;5;2;4;;32;4,8;2;0;;1,2-5|gang,7-12|band;B2
bunyip;3;;5;4;6;2;;1;;0;;1-2;B2
bythos|-;16;;5;5;9;12,14;;0,11,13;;13,14,15,16,17,18,19,20,21;;1-2,3|tribunal;B2
cacodaemon;2;;8;2;9;9,12,20;32;0,11,13;;19;;1,2-10|swarm;B2
camel;1;;5;5;1;;27,39;3;3;0;;1;B2
carnivorous blob;13;;5;8;8;;;0,13;;0;;1;B2
carrion golem;4;;5;4;2;;36;0,13;;0;;1,2-4|gang;B2
carrion golem shield guardian;6;;5;4;2;;36;0,13;;0;carrion golem;1-2;B2
cassisian;2;;2;3;9;10,12,16;32;0,11,13;;14,15,16;;1-2,3-6|squad;B2
catoblepas|-;12;;5;5;6;;;12;;0;;1-2,3-6|herd;B2
cave scorpion;1;;5;4;12;;;13;;0;;1-2,3-12|swarm;B2
cetaceal;15;;2;4;9;2,10,12,15;;1;;15;;1-2,3-6|pod;B2
ceustodaemon;6;;8;5;9;9,12,20;;0,13;;0;;1;B2
chaos beast;7;;6;4;9;8,12;;0,13;;17;;1,2-5|invasion;B2
charda;7;;6;3;7;2;;1,13;1;0;;1-2,3-5|gang,6-14|tribe;B2
charybdis;13;;6;7;0;2;;7;;0;;1;B2
chernobue;12;;9;5;9;8,9,12,32;;0,13;;18;;1-2,3-6|gang;B2
chupacabra;3;;5;3;6;;;5,8;3;0;;1-2,3-7|gang;B2
clockwork golem;12;;5;5;2;;36;0,13;;0;;1,2-4|gang;B2
clockwork golem shield guardian;14;;5;5;2;;36;0,13;;0;clockwork golem;1-2;B2
coach of the silent;14;;7;4;11;;;0,13;;0;advanced [dullahan];1;B2
cockroach swarm;2;;5;1;12;52;;0,13;2,3;0;;1-2,3-20|intrusion;B2
compsognathus;0;;5;2;1;;28,31;4,8;2,3;0;;1-2,5-20|pack;B2
crawling hand;0;;8;2;11;;;0,13;;0;;1,2-5|gang;B2
crocotta;4;;5;5;1;;;8;3;0;advanced [dire hyena], [leucrotta];1-2,3-12|pack;B2
crypt thing;5;;8;4;11;;;13;;0;;1;B2
crysmal;3;;5;3;9;4,5,12;;0,13;;8;;1,2-5|cluster;B2
crystalline magma ooze;7;;5;5;8;6;;13,17;;0;magma ooze;1;B2
cythnigot;2;;9;2;9;8,9,12,32;32;0,11,13;;18;;1,2-12|bloom;B2
dark slayer;3;;9;3;5;40;;13;;0;;1;B2
death worm;6;;5;5;6;;;3,5,8;3;0;;1;B2
decapus;4;;9;4;0;;;4,13;2;0;;1-2;B2
denizen of Leng;8;;9;4;9;8,9,12;;0;;0,22;;1,2-5|gang,6-15|crew;B2
derghodaemon;12;;8;5;9;9,12,20;;0,13;;19;;1,2-6|infestation;B2
destrachan;8;;8;5;0;;;13;;0;;1-2,3-5|pack;B2
devilfish;4;;8;5;6;2;;1;;0;;1;B2
dhampir;0;;9;4;5;;;0;;0;;1-2;B2
dire badger;2;;5;4;1;;;4;2;0;;1-2,3-5|clan;B2
dog-eating solifugid;0;;5;2;12;;;3;3;0;giant solifugid;1-2,3-6|colony;B2
draconal;20;;2;5;9;10,12,15;;11;;15;;1-2,3-6|flight;B2
dragon horse;9;;2;5;6;1;;0,11,15;;0,2,3,7;;1;B2
dragonroach;12;;5;8;12;;;0,13;;0;giant cockroach;1,2-6|intrusion;B2
draugr|-;2;;9;4;11;7;;2;;0;;1,2-8|crew;B2
dullahan;7;;7;4;11;;;0,13;;0;;1;B2
dust digger;4;;5;5;0;;;3;3;0;;1-2,3-10|colony;B2
d'ziriak\*D%u2019ziriak;3;;5;4;9;12;;0;;1;;1-2,3-20|swarm,21-100|hive;B2
elder ice elemental;11;;5;6;9;1,3,5,7,12;;0,1;;10;;1-2,3-8|gang;B2
elder lightning elemental;11;;5;6;9;1,5,12;;0,11;;7;;1-2,3-8|gang;B2
elder magma elemental;11;;5;6;9;4,5,6,12;;0,13;;9;;1-2,3-8|gang;B2
elder mud elemental;11;;5;6;9;4,5,7,12;;0,1,13;;8;;1-2,3-8|gang;B2
elysian titan;21;;3;8;9;8,10,12;18;0;;16;;1-2,3-6|crusade;B2
emperor cobra;5;;5;5;1;;;12;2,3;0;;1-2,3-8|nest;B2
faceless stalker/ugothol\faceless stalker;4;;9;4;0;50;;12,13;;0;;1-2,3-9|gang;B2
fetchling/kayal\fetchling;0;;5;4;9;13;;0;;1;;1-2,3-12|guild;B2
flame drake;5;;9;5;3;6;29;5,6;2;0;;1-2,3-12|rampage;B2
forest drake;4;;7;5;3;4;29;4;;0;;1-2,3-12|rampage;B2
forlarren;2;;8;4;4;;;4,8;2;0;;1;B2
freshwater merrow;3;;8;5;5;2,41;;9;2;0;;1-2,3-4|gang,5-16|family;B2
frost drake;7;;9;5;3;3;29;6;1;0;;1-2,3-12|rampage;B2
frost worm;12;;5;6;6;3;;6,8;1;0;;1;B2
fungal crawler;3;;5;3;0;;;13;;0;;1-2,3-12|swarm;B2
gar;1;;5;4;1;2;27;9;2;0;;1-2,3-6|school;B2
giant amoeba;1;;5;3;8;2;;0,13;;0;;1,2-9|colony;B2
giant anaconda;10;;5;7;1;;;12;3;0;;1-2;B2
giant bee;1;;5;4;12;;;8;2,3;0;;1,2-5|group,6-19|nest;B2
giant black widow;3;;5;5;12;;;0,13;;0;;1-2,3-8|colony;B2
giant bumblebee;2;;5;4;12;;;8;2,3;0;advanced [giant bee];1,2-5|group,6-19|nest;B2
giant cockroach;0;;5;3;12;;27;0,13;;0;;1,2-20|intrusion;B2
giant crawling hand;5;;8;4;11;;;0,13;;0;;1,2-5|gang;B2
giant dragonfly;4;;5;4;12;;27;0;2,3;0;;1,2-5|flight;B2
giant dragonfly nymph;3;;5;3;12;2;;9;2,3;0;;1-2,3-8|brood;B2
giant fly;1;;5;4;12;;;0,11;2,3;0;;1-2,3-12|swarm;B2
giant gar;6;;5;6;1;2;;9;2;0;;1-2,3-6|school;B2
giant hippocampus|giant hippocampi;8;;5;6;6;2;;7;;0;hippocampus;1-2,3-16|school;B2
giant hissing cockroach;1;;5;4;12;;;0,13;;0;giant cockroach;1,2-20|intrusion;B2
giant jellyfish;7;;5;5;12;2;;7;;0;;1,2-5|pack,6-12|bloom;B2
giant maggot;0;;5;4;12;;;0;2,3;0;;1,2-12|swarm;B2
